frames,Confidence,Ymin,Xmin,Ymax,Xmax
1017,0,0,0,0,0
1018,0,0,0,0,0
1019,0,0,0,0,0
1020,0,0,0,0,0
1021,0,0,0,0,0
1022,0,0,0,0,0
1023,0,0,0,0,0
1024,0,0,0,0,0
1025,0,0,0,0,0
1026,0,0,0,0,0
1027,0,0,0,0,0
1028,0,0,0,0,0
1029,0,0,0,0,0
1030,0,0,0,0,0
1031,0,0,0,0,0
1032,0,0,0,0,0
1033,0,0,0,0,0
1034,0,0,0,0,0
1035,59,1,30,476,227
1036,71,1,24,476,207
1037,0,0,0,0,0
1038,0,0,0,0,0
1039,0,0,0,0,0
1040,0,0,0,0,0
1041,0,0,0,0,0
1042,0,0,0,0,0
1043,0,0,0,0,0
1044,0,0,0,0,0
1045,0,0,0,0,0
1046,0,0,0,0,0
1047,0,0,0,0,0
1048,0,0,0,0,0
1049,0,0,0,0,0
1050,0,0,0,0,0
1051,0,0,0,0,0
1052,62,1,60,466,246
1053,0,0,0,0,0
1054,0,0,0,0,0
1055,0,0,0,0,0
1056,0,0,0,0,0
1057,0,0,0,0,0
1058,0,0,0,0,0
1059,0,0,0,0,0
1060,0,0,0,0,0
1061,0,0,0,0,0
1062,0,0,0,0,0
1063,0,0,0,0,0
1064,53,1,86,462,256
1065,0,0,0,0,0
1066,0,0,0,0,0
1067,0,0,0,0,0
1068,0,0,0,0,0
1069,59,1,90,480,272
1070,59,1,106,458,279
1071,62,88,30,443,150
1072,0,0,0,0,0
1073,68,5,26,480,222
1073,56,10,367,480,608
1074,59,10,325,480,603
1075,59,1,16,476,220
1075,56,20,162,478,512
1076,56,20,162,478,512
1077,59,37,41,471,351
1078,0,0,0,0,0
1079,0,0,0,0,0
1080,59,1,85,480,277
1081,0,0,0,0,0
1082,0,0,0,0,0
1083,0,0,0,0,0
1084,0,0,0,0,0
1085,0,0,0,0,0
1086,0,0,0,0,0
1087,0,0,0,0,0
1088,0,0,0,0,0
1089,0,0,0,0,0
1090,56,1,21,476,197
1091,56,1,21,476,197
1092,66,1,388,467,608
1093,0,0,0,0,0
1094,59,1,16,462,193
1094,56,1,303,429,543
1095,59,1,16,462,193
1095,56,1,303,429,543
1096,56,1,15,476,195
1097,56,5,13,480,252
1098,74,18,325,480,619
1098,68,1,82,478,320
1099,66,6,97,480,332
1099,53,13,299,480,555
1099,53,1,30,471,269
1100,53,1,31,476,217
1101,56,1,25,476,205
1102,0,0,0,0,0
1103,0,0,0,0,0
1104,0,0,0,0,0
1105,78,10,192,480,470
1106,0,0,0,0,0
